ItemNo,GroupNo,ShelfNo
P0883,44,196
P1456,44,59
P0069,44,115
P0388,44,56
P0844,44,93
P0539,44,69
P1286,44,185
P0398,44,151
P1839,44,77
P0298,44,37
P0112,44,70
P1277,44,145
P1326,44,50
P1153,44,1
P1087,44,168
P1611,44,9
P0056,44,27
P1105,44,83
P0701,44,119
P1436,44,54
P0845,44,82
P0768,44,2
P1641,44,173
P0853,44,137
P0742,44,85
P0229,44,165
P1228,44,58
P0355,44,33
P0907,44,26
P1247,44,89
P1364,44,122
P0463,44,167
P0565,44,171
P0793,44,19
P1376,44,105
P0425,44,133
P1311,44,116
P0353,44,149
P0865,44,158
P1374,44,142
P0910,44,128
P1608,44,197
P0458,44,46
P1269,44,34
P0842,44,132
P0821,44,138
P0760,44,100
P1147,44,161
P1687,44,182
P0800,44,38
P1783,44,191
P1216,44,110
P0939,44,120
P0813,44,135
P1820,44,155
P0488,44,176
P0502,44,152
P0820,44,99
P0161,44,4
P1356,44,64
P1534,44,60
P0447,44,192
P0105,44,88
P0115,44,25
P1244,44,18
P0822,44,166
P0852,44,102
P1589,44,53
P1418,44,107
P1154,44,20
P0746,44,131
P0710,44,52
P0255,44,68
P0884,44,44
P1368,44,103
P0519,44,92
P1734,44,14
P1940,44,61
P1656,44,172
P1275,44,143
P0920,44,180
P1350,44,112
P0762,44,28
P0427,44,22
P0449,44,134
P1665,44,126
P1020,44,7
P1218,44,177
P0538,44,169
P0466,44,146
P1357,44,184
P1739,44,36
P1255,44,41
P0881,44,86
P1213,44,162
P0515,44,117
P1695,44,130
P0823,44,170
P1316,44,98
P0420,44,13
P1062,44,5
P0252,44,67
P1422,44,153
P1635,44,147
P1252,44,160
P1009,44,40
P0216,44,124
P1197,44,51
P0280,44,62
P0343,44,94
P0905,44,84
P0646,44,123
P1287,44,96
P0795,44,12
P1614,44,6
P1254,44,141
P1099,44,29
P1471,44,76
P0929,44,17
P0204,44,71
P0433,44,154
P0620,44,190
P0486,44,73
P0548,44,127
P1756,44,139
P0854,44,106
P0307,44,111
P1404,44,74
P1012,44,72
P0496,44,113
P0237,44,136
P0807,44,95
P0337,44,156
P1024,44,21
P0744,44,198
P0533,44,80
P1182,44,55
P1642,44,174
P0913,44,91
P1059,44,3
P1227,44,79
P1703,44,47
P1818,44,159
P0243,44,48
P0335,44,66
P0024,44,121
P1711,44,163
P1080,44,24
P0344,44,129
P0415,44,189
P0707,44,148
P1156,44,11
P0281,44,31
P1530,44,193
P0798,44,109
P0739,44,43
P1058,44,10
P1678,45,91
P0879,45,46
P1655,45,47
P1280,45,112
P0089,45,64
P0526,45,55
P0103,45,171
P0877,45,185
P1016,45,115
P1315,45,125
P1097,45,150
P0277,45,164
P0370,45,23
P1592,45,197
P0982,45,76
P1256,45,40
P0963,45,166
P0193,45,56
P1485,45,8
P1023,45,106
P0411,45,109
P1322,45,15
P0570,45,39
P0531,45,178
P0297,45,21
P0819,45,134
P0660,45,182
P1603,45,4
P1133,45,45
P1605,45,190
P0065,45,147
P1104,45,69
P1281,45,148
P1710,45,142
P1022,45,128
P1078,45,7
P0799,45,44
P0206,45,122
P0469,45,79
P1741,45,81
P0848,45,11
P0536,45,33
P1858,45,149
P0792,45,52
P0122,45,24
P1829,45,73
P1352,45,117
P1590,45,123
P0856,45,127
P0880,45,126
P1839,45,189
P0875,45,92
P0911,45,84
P0987,45,200
P0933,45,101
P1267,45,90
P1077,45,160
P0348,45,110
P1027,45,53
P1087,45,74
P1105,45,169
P1816,45,138
P1237,45,26
P0430,45,22
P0473,45,119
P0429,45,36
P0768,45,75
P1856,45,68
P0432,45,78
P1164,45,77
P0588,45,54
P1217,45,156
P0962,45,137
P1346,45,14
P0600,45,144
P1639,45,136
P1247,45,13
P0973,45,157
P0703,45,118
P1846,45,67
P0684,45,170
P0435,45,27
P0722,45,198
P1498,45,70
P0353,45,32
P1470,45,20
P0390,45,72
P1743,45,63
P0472,45,98
P0201,45,161
P1147,45,158
P1687,45,141
P0300,45,97
P0001,45,192
P0916,45,199
P0191,45,193
P0644,45,2
P0502,45,111
P0148,45,100
P0250,45,49
P0805,45,31
P0447,45,108
P0708,45,60
P0947,45,172
P1871,45,3
P0613,45,19
P1111,45,16
P1589,45,113
P1271,45,135
P0566,45,131
P0740,45,191
P1481,45,30
P0668,45,133
P0711,45,120
P1325,45,50
P0141,45,179
P1656,45,173
P1940,45,168
P0146,45,176
P0143,45,167
P0920,45,140
P1116,45,186
P1305,45,29
P1065,45,62
P0556,45,155
P0427,45,6
P0501,45,181
P0912,45,175
P0314,45,188
P0737,45,80
P1218,45,146
P1784,45,48
P0538,45,152
P1357,45,42
P0935,45,66
P0940,45,183
P0414,45,132
P0296,45,162
P1362,45,94
P1257,45,121
P1213,45,159
P0515,45,18
P0823,45,87
P0021,45,194
P1173,45,95
P1299,45,34
P1316,45,82
P1245,45,17
P1422,45,116
P1337,45,58
P0252,45,57
P1252,45,43
P0909,45,12
P0858,45,145
P1318,45,41
P0905,45,59
P0714,45,93
P1287,45,88
P1047,45,38
P1347,45,105
P1607,45,187
P1254,45,139
P0499,45,154
P0863,45,195
P0610,45,25
P0123,45,37
P0619,45,124
P0972,45,130
P1657,45,35
P1278,45,71
P0111,45,196
P1756,45,28
P0854,45,180
P0624,45,86
P1430,45,129
P1102,45,165
P1404,45,153
P1314,45,65
P1520,45,184
P0199,45,102
P0337,45,61
P0374,45,177
P0744,45,99
P1268,45,1
P0743,45,85
P0166,45,151
P0927,45,163
P0279,45,5
P0305,45,103
P1019,45,83
P0302,45,143
P0192,45,10
P0709,45,96
P1302,45,51
P0142,45,114
P0707,45,174
P0286,45,89
P0276,45,107
P0544,45,9
P1381,45,104
P1202,46,77
P1678,46,135
P0873,46,172
P0903,46,24
P1805,46,82
P0071,46,154
P1079,46,117
P1629,46,43
P0006,46,137
P1101,46,4
P0049,46,123
P1206,46,75
P0165,46,53
P1230,46,12
P1731,46,33
P1686,46,140
P1142,46,74
P0982,46,100
P1340,46,177
P0060,46,110
P1323,46,61
P0297,46,108
P1565,46,134
P0369,46,159
P0660,46,86
P1603,46,116
P1098,46,180
P0990,46,11
P0016,46,129
P1104,46,112
P1541,46,181
P1755,46,149
P0761,46,168
P1281,46,166
P1795,46,85
P0555,46,157
P0231,46,115
P0469,46,171
P0816,46,133
P1363,46,20
P1118,46,114
P1458,46,73
P0673,46,142
P0226,46,196
P0069,46,158
P1352,46,8
P1399,46,89
P0855,46,191
P0880,46,50
P1286,46,6
P0849,46,156
P1839,46,141
P1852,46,22
P0911,46,60
P0933,46,81
P0248,46,39
P0019,46,184
P1329,46,76
P0630,46,132
P0981,46,126
P0218,46,99
P1401,46,122
P1126,46,165
P0014,46,113
P0701,46,2
P1124,46,55
P0430,46,160
P1808,46,195
P0031,46,104
P0853,46,27
P0742,46,200
P1697,46,62
P0209,46,124
P1317,46,10
P1509,46,41
P1228,46,169
P0962,46,128
P1193,46,42
P1574,46,64
P0156,46,109
P1044,46,150
P0463,46,147
P0565,46,30
P0703,46,1
P0617,46,17
P1618,46,175
P0571,46,5
P0352,46,155
P0662,46,130
P0722,46,101
P1311,46,25
P1122,46,84
P0861,46,36
P1052,46,87
P0910,46,16
P1103,46,32
P1045,46,125
P0181,46,91
P1683,46,107
P0340,46,68
P0514,46,103
P0339,46,83
P1216,46,189
P0916,46,136
P1276,46,19
P1583,46,173
P1013,46,185
P0185,46,106
P0105,46,190
P1673,46,143
P0397,46,15
P0269,46,47
P1336,46,34
P1616,46,102
P1853,46,21
P0474,46,92
P1271,46,176
P1345,46,63
P0566,46,192
P0291,46,151
P0746,46,3
P0922,46,199
P0203,46,48
P0055,46,28
P0668,46,148
P1406,46,49
P0293,46,170
P0167,46,56
P1940,46,127
P1658,46,14
P0920,46,187
P1698,46,93
P0322,46,31
P0367,46,45
P1413,46,79
P0427,46,118
P0449,46,182
P0314,46,145
P0737,46,9
P1613,46,97
P0466,46,163
P0881,46,65
P0980,46,111
P1695,46,57
P0028,46,138
P0904,46,95
P1241,46,23
P1750,46,29
P1185,46,37
P0428,46,98
P1002,46,7
P1466,46,40
P1878,46,94
P0343,46,78
P1614,46,161
P1823,46,164
P0499,46,152
P0812,46,131
P0144,46,188
P0863,46,58
P0901,46,179
P0532,46,67
P0125,46,26
P0379,46,162
P1596,46,54
P0026,46,120
P1802,46,72
P0111,46,144
P0615,46,35
P0097,46,66
P1415,46,90
P1102,46,18
P1199,46,194
P0807,46,186
P1341,46,178
P0337,46,153
P0533,46,71
P1143,46,70
P0261,46,13
P0306,46,88
P1068,46,174
P0818,46,193
P1490,46,46
P0758,46,119
P0725,46,167
P0302,46,96
P0500,46,146
P1571,46,59
P0295,46,121
P0344,46,80
P0707,46,105
P1483,46,38
P0399,46,52
P0304,46,139
P1081,46,197
P0202,46,51
P0836,46,183
P0281,46,198
P0341,46,69
P1249,46,44
P1202,47,187
P1779,47,136
P1449,47,184
P0873,47,104
P0526,47,194
P1382,47,112
P1079,47,92
P1629,47,94
P0759,47,160
P1776,47,99
P1097,47,125
P0277,47,103
P1206,47,142
P1112,47,102
P1120,47,151
P1285,47,157
P0193,47,122
P0516,47,121
P0509,47,66
P1152,47,21
P0151,47,73
P1661,47,18
P0179,47,78
P1435,47,134
P0531,47,93
P1836,47,191
P0058,47,183
P0065,47,101
P1795,47,148
P1282,47,197
P1558,47,2
P1281,47,107
P0761,47,77
P0303,47,199
P0555,47,83
P0469,47,137
P0926,47,79
P1183,47,67
P1741,47,100
P0840,47,175
P1253,47,139
P1543,47,12
P0832,47,185
P1724,47,110
P0849,47,59
P0824,47,195
P1839,47,62
P0030,47,114
P0174,47,50
P0875,47,186
P0933,47,192
P1277,47,23
P0019,47,7
P0178,47,173
P0953,47,109
P0025,47,24
P0638,47,56
P0666,47,11
P1105,47,90
P0651,47,6
P1816,47,181
P0419,47,58
P1260,47,34
P0430,47,15
P0456,47,20
P0718,47,138
P1171,47,14
P0853,47,170
P0362,47,116
P1528,47,57
P0236,47,150
P0232,47,95
P1011,47,70
P1193,47,1
P1414,47,198
P1531,47,61
P1584,47,154
P0677,47,176
P1429,47,29
P0973,47,74
P0989,47,5
P0611,47,149
P0639,47,87
P0417,47,27
P1320,47,41
P1103,47,81
P1328,47,16
P1453,47,4
P1375,47,177
P0842,47,96
P1195,47,55
P0821,47,162
P0181,47,200
P1147,47,3
P0008,47,145
P0925,47,53
P0514,47,84
P1312,47,133
P1353,47,13
P1859,47,180
P0805,47,126
P1207,47,155
P0447,47,88
P1425,47,22
P0708,47,120
P1248,47,108
P1072,47,188
P1244,47,43
P1336,47,36
P1111,47,39
P0482,47,64
P1589,47,63
P0545,47,128
P1384,47,113
P1041,47,33
P0679,47,171
P1782,47,135
P0740,47,51
P0711,47,127
P0255,47,174
P0884,47,158
P1368,47,97
P0141,47,179
P0146,47,144
P1940,47,143
P0906,47,163
P0851,47,166
P0322,47,82
P0522,47,76
P0556,47,71
P0427,47,9
P1192,47,141
P0583,47,17
P0449,47,119
P0737,47,115
P1357,47,26
P0043,47,25
P0809,47,42
P0833,47,189
P0356,47,54
P0823,47,47
P1316,47,48
P1245,47,118
P0909,47,38
P1486,47,169
P0858,47,98
P1321,47,45
P0868,47,147
P1009,47,44
P0705,47,152
P1318,47,49
P0464,47,129
P0905,47,132
P0670,47,190
P0676,47,182
P1047,47,172
P1823,47,31
P1366,47,178
P1006,47,106
P1606,47,161
P0908,47,131
P0532,47,60
P0619,47,196
P0620,47,130
P1756,47,124
P1314,47,69
P0624,47,164
P1415,47,75
P0357,47,10
P0730,47,89
P1631,47,168
P1181,47,153
P1520,47,117
P1211,47,165
P0244,47,65
P0318,47,85
P0374,47,91
P1331,47,40
P0743,47,159
P1428,47,8
P1383,47,193
P0927,47,105
P0392,47,37
P0302,47,156
P1501,47,167
P0747,47,28
P1302,47,140
P0500,47,86
P1703,47,32
P1689,47,35
P1571,47,46
P1334,47,68
P1005,47,19
P1483,47,123
P1395,47,80
P1264,47,30
P0415,47,146
P1365,47,111
P1523,47,52
P0050,47,72
P1202,48,32
P0109,48,195
P0879,48,179
P0380,48,46
P0089,48,10
P0461,48,197
P1203,48,121
P0106,48,84
P0431,48,53
P1101,48,14
P1812,48,8
P1097,48,21
P0381,48,95
P1285,48,76
P0982,48,7
P0575,48,133
P0239,48,42
P0230,48,186
P1407,48,114
P0101,48,112
P0781,48,131
P0179,48,161
P0531,48,41
P1565,48,175
P0819,48,164
P1448,48,24
P1603,48,187
P1281,48,139
P0672,48,155
P1733,48,4
P0459,48,174
P0541,48,135
P0555,48,172
P0469,48,182
P0648,48,196
P0792,48,145
P0957,48,152
P0259,48,78
P1508,48,146
P1794,48,169
P1359,48,88
P0069,48,69
P0856,48,177
P0844,48,89
P0284,48,192
P1050,48,83
P0880,48,22
P1377,48,154
P1286,48,82
P1026,48,75
P0824,48,167
P0298,48,51
P1025,48,90
P0019,48,91
P0638,48,119
P1145,48,104
P0446,48,1
P1764,48,74
P1594,48,176
P0228,48,165
P0768,48,18
P0456,48,70
P0616,48,47
P0567,48,57
P1681,48,2
P1599,48,188
P0432,48,189
P1835,48,183
P0180,48,98
P0962,48,86
P1792,48,92
P0565,48,64
P1861,48,72
P0617,48,11
P1361,48,85
P0611,48,153
P1618,48,180
P0989,48,61
P0793,48,27
P1270,48,166
P0440,48,184
P0639,48,159
P0722,48,37
P1374,48,108
P0910,48,122
P1380,48,151
P1743,48,19
P1328,48,168
P0842,48,200
P1687,48,123
P0008,48,43
P0340,48,49
P1283,48,73
P0487,48,13
P0292,48,129
P1798,48,102
P1820,48,141
P1239,48,107
P0190,48,54
P1353,48,23
P1356,48,142
P0447,48,125
P0947,48,28
P0452,48,199
P0492,48,109
P0120,48,16
P0649,48,68
P0822,48,178
P0088,48,190
P1797,48,103
P1394,48,26
P0283,48,106
P1141,48,117
P1111,48,50
P1589,48,81
P0566,48,156
P0922,48,99
P0668,48,31
P0293,48,38
P0255,48,45
P1368,48,163
P0141,48,173
P1734,48,44
P1940,48,25
P0035,48,191
P0143,48,170
P0920,48,15
P0448,48,77
P0382,48,3
P0762,48,93
P0449,48,124
P1665,48,126
P1575,48,17
P1645,48,62
P0296,48,193
P0515,48,137
P1635,48,34
P1252,48,160
P1393,48,87
P0773,48,113
P0451,48,71
P1827,48,138
P0377,48,35
P1009,48,110
P0260,48,29
P0017,48,105
P0280,48,149
P0118,48,33
P1721,48,65
P0037,48,12
P0676,48,116
P1595,48,134
P1254,48,147
P1607,48,127
P1588,48,20
P0812,48,55
P0862,48,63
P1006,48,56
P1367,48,143
P0929,48,39
P0532,48,158
P1308,48,171
P0266,48,185
P0620,48,67
P0379,48,94
P1596,48,194
P1278,48,80
P1600,48,198
P0095,48,132
P1314,48,130
P1598,48,5
P0527,48,40
P0496,48,58
P1039,48,118
P0237,48,101
P0166,48,157
P1182,48,52
P1243,48,97
P0758,48,6
P0725,48,136
P1019,48,140
P0163,48,150
P1094,48,79
P0368,48,144
P0057,48,120
P1302,48,48
P0500,48,36
P1703,48,60
P0549,48,9
P1080,48,100
P0024,48,128
P1602,48,111
P0707,48,162
P1483,48,148
P0276,48,59
P1373,48,66
P1138,48,115
P0798,48,96
P1058,48,30
P1834,48,181
P1202,49,91
P0873,49,12
P1296,49,55
P1552,49,130
P1655,49,62
P0903,49,46
P0158,49,4
P0380,49,167
P0526,49,44
P1056,49,185
P1101,49,11
P0049,49,145
P0370,49,59
P0054,49,139
P1751,49,196
P1023,49,166
P1340,49,171
P0564,49,8
P0009,49,109
P1426,49,94
P0509,49,165
P0411,49,172
P0513,49,160
P0151,49,127
P1811,49,108
P0531,49,156
P0819,49,57
P0660,49,168
P1603,49,79
P0065,49,69
P1282,49,9
P1363,49,199
P1741,49,180
P0259,49,111
P0536,49,89
P1253,49,188
P0122,49,64
P0069,49,141
P0052,49,132
P0388,49,129
P1399,49,66
P0491,49,103
P0880,49,194
P0517,49,90
P0539,49,117
P0398,49,33
P0911,49,123
P1627,49,54
P1077,49,116
P1326,49,131
P0348,49,173
P1638,49,93
P0958,49,49
P1087,49,40
P0981,49,75
P1250,49,26
P0876,49,86
P1126,49,146
P1816,49,51
P0768,49,162
P0429,49,63
P1641,49,137
P0937,49,50
P1675,49,195
P1228,49,147
P1427,49,101
P0232,49,192
P0313,49,82
P0315,49,87
P0827,49,7
P0665,49,78
P0962,49,143
P0950,49,19
P0032,49,163
P1531,49,25
P0600,49,112
P1663,49,182
P0677,49,22
P1639,49,6
P1360,49,56
P0810,49,37
P0703,49,161
P0617,49,76
P1082,49,39
P0948,49,58
P1311,49,70
P0114,49,24
P1830,49,5
P1052,49,20
P0390,49,38
P1632,49,191
P0418,49,186
P0949,49,118
P1320,49,31
P0821,49,110
P1786,49,21
P1417,49,30
P1147,49,77
P0605,49,155
P0514,49,29
P1258,49,10
P1536,49,190
P1583,49,157
P0476,49,124
P0813,49,97
P1820,49,104
P0563,49,106
P1636,49,98
P1297,49,41
P0820,49,67
P1356,49,148
P0148,49,126
P1013,49,164
P0452,49,85
P1425,49,28
P0397,49,3
P0967,49,175
P0120,49,88
P1505,49,84
P0088,49,73
P0822,49,181
P0613,49,136
P1394,49,158
P0257,49,52
P0545,49,120
P1384,49,32
P1041,49,176
P0063,49,193
P1782,49,170
P1674,49,83
P0680,49,153
P0711,49,198
P0055,49,152
P0668,49,154
P0255,49,197
P1298,49,72
P1372,49,95
P1940,49,92
P1734,49,159
P1275,49,60
P0143,49,36
P0146,49,16
P1658,49,102
P0920,49,17
P0851,49,61
P1765,49,115
P0762,49,119
P0349,49,14
P0449,49,1
P0757,49,144
P0737,49,179
P0935,49,42
P0809,49,80
P1096,49,74
P0515,49,169
P1635,49,142
P1245,49,23
P1295,49,71
P1201,49,184
P1002,49,2
P0909,49,177
P1487,49,187
P0643,49,138
P1047,49,53
P0814,49,122
P0254,49,200
P1367,49,13
P0972,49,178
P1657,49,34
P0548,49,81
P1272,49,114
P1278,49,113
P0068,49,100
P0938,49,48
P0624,49,189
P1102,49,96
P1404,49,107
P0527,49,150
P0354,49,128
P0872,49,99
P0166,49,18
P0815,49,121
P0818,49,68
P0046,49,15
P1019,49,140
P1221,49,45
P1703,49,43
P1818,49,65
P1432,49,105
P1488,49,135
P0707,49,149
P0304,49,125
P1156,49,151
P1561,49,134
P0281,49,174
P0234,49,133
P1138,49,35
P1365,49,47
P0739,49,183
P1249,49,27
P0699,50,194
P0873,50,61
P1552,50,184
P0879,50,1
P1791,50,121
P0380,50,55
P1382,50,88
P1788,50,77
P0803,50,36
P1056,50,38
P1553,50,197
P0103,50,142
P0594,50,49
P0106,50,8
P0277,50,166
P1112,50,45
P1538,50,86
P0982,50,110
P1023,50,84
P1426,50,108
P0513,50,98
P1811,50,30
P1085,50,64
P0531,50,60
P0297,50,145
P0065,50,180
P1795,50,103
P0007,50,28
P0672,50,3
P1281,50,34
P0555,50,101
P1363,50,69
P0536,50,16
P1253,50,17
P0883,50,2
P0079,50,140
P0491,50,111
P1377,50,160
P1514,50,131
P0042,50,125
P1839,50,156
P0030,50,120
P0174,50,91
P0498,50,113
P1329,50,68
P0638,50,130
P0981,50,153
P1250,50,147
P0014,50,187
P0651,50,193
P1816,50,146
P0945,50,181
P1675,50,171
P1528,50,151
P0355,50,173
P1835,50,109
P1164,50,105
P1217,50,33
P1521,50,148
P0404,50,95
P0950,50,182
P1429,50,63
P1478,50,44
P0572,50,19
P1639,50,107
P1718,50,104
P0677,50,119
P1666,50,48
P0810,50,114
P0617,50,70
P0611,50,188
P0475,50,13
P1270,50,132
P0425,50,164
P0553,50,42
P0736,50,128
P1052,50,80
P0995,50,6
P1374,50,137
P1320,50,143
P1453,50,199
P0215,50,196
P1319,50,124
P1269,50,177
P1683,50,78
P0821,50,40
P0181,50,144
P1786,50,161
P1687,50,35
P1417,50,150
P0008,50,57
P0800,50,67
P0925,50,94
P0339,50,37
P1216,50,92
P1276,50,53
P1261,50,71
P1327,50,47
P0921,50,82
P1083,50,126
P1013,50,89
P1859,50,83
P1518,50,58
P0447,50,7
P0805,50,96
P1168,50,185
P1290,50,59
P1244,50,152
P0822,50,170
P1336,50,66
P0257,50,52
P0482,50,87
P1111,50,183
P0291,50,102
P0740,50,165
P0922,50,85
P0924,50,122
P0100,50,51
P1519,50,99
P1406,50,172
P0923,50,15
P0884,50,200
P1219,50,159
P0235,50,176
P0146,50,158
P1940,50,149
P1275,50,100
P0143,50,163
P0920,50,31
P0755,50,4
P1303,50,14
P0912,50,169
P0994,50,129
P0309,50,41
P1662,50,192
P0737,50,97
P0538,50,21
P1357,50,9
P0414,50,65
P1560,50,106
P1257,50,56
P0582,50,138
P0515,50,115
P1316,50,112
P0678,50,141
P1245,50,90
P1295,50,93
P1252,50,133
P1385,50,162
P0909,50,72
P0210,50,117
P1487,50,27
P0705,50,81
P1009,50,174
P0280,50,11
P0464,50,12
P1318,50,178
P1137,50,155
P0343,50,134
P0676,50,123
P1793,50,74
P1254,50,24
P1588,50,20
P1823,50,54
P0499,50,26
P0081,50,154
P0532,50,191
P0620,50,10
P0486,50,23
P1860,50,43
P0097,50,75
P0854,50,198
P1314,50,189
P1520,50,167
P1341,50,76
P0374,50,116
P0744,50,73
P0166,50,32
P1383,50,175
P0927,50,157
P1525,50,168
P1019,50,46
P0831,50,25
P0656,50,22
P0368,50,135
P0636,50,39
P1809,50,195
P0704,50,5
P1227,50,127
P1777,50,18
P0752,50,62
P0344,50,136
P0707,50,29
P1264,50,79
P1373,50,139
P0946,50,190
P0338,50,50
P1660,50,186
P1523,50,118
P1249,50,179
P1202,51,22
P0285,51,138
P0109,51,88
P0873,51,7
P1151,51,182
P0380,51,102
P0526,51,90
P1113,51,108
P1382,51,8
P0461,51,92
P0006,51,24
P1101,51,85
P1016,51,64
P1763,51,161
P1097,51,12
P1538,51,15
P0370,51,34
P0982,51,162
P0193,51,59
P1813,51,21
P0717,51,142
P1246,51,67
P0411,51,60
P0727,51,82
P0151,51,44
P0570,51,168
P0531,51,160
P0297,51,75
P0058,51,11
P0683,51,144
P1603,51,76
P0931,51,28
P1795,51,123
P1281,51,38
P1710,51,97
P0715,51,139
P1165,51,69
P0926,51,95
P0796,51,120
P1140,51,165
P0259,51,81
P1794,51,116
P0107,51,191
P0856,51,96
P1050,51,164
P1514,51,137
P1732,51,151
P0911,51,109
P0174,51,98
P0562,51,129
P0112,51,10
P1267,51,43
P1638,51,31
P0981,51,72
P1139,51,156
P0802,51,107
P1105,51,110
P1436,51,128
P1237,51,33
P1816,51,192
P0430,51,184
P1828,51,89
P1626,51,23
P0529,51,136
P0038,51,126
P0450,51,199
P0362,51,41
P0774,51,1
P1228,51,48
P1164,51,61
P1217,51,99
P1011,51,62
P0585,51,140
P0404,51,4
P0859,51,17
P0116,51,179
P1478,51,186
P0810,51,6
P1861,51,84
P0440,51,39
P0633,51,40
P1618,51,183
P0966,51,55
P0639,51,29
P0425,51,159
P1311,51,91
P0353,51,37
P1052,51,53
P0910,51,131
P0201,51,135
P0821,51,13
P0772,51,111
P1035,51,195
P1147,51,134
P1474,51,176
P0800,51,146
P0412,51,87
P1358,51,30
P0568,51,196
P0339,51,172
P0487,51,86
P1239,51,145
P1671,51,47
P0563,51,106
P1609,51,103
P0820,51,32
P1013,51,190
P0805,51,19
P0708,51,155
P0786,51,189
P0115,51,127
P1824,51,42
P1244,51,58
P1505,51,187
P0274,51,9
P1111,51,70
P1589,51,49
P0376,51,200
P0493,51,101
P1674,51,77
P0711,51,52
P0100,51,181
P1095,51,150
P1406,51,5
P1656,51,112
P1940,51,170
P0035,51,83
P1275,51,25
P1658,51,50
P0920,51,157
P1307,51,2
P0851,51,14
P1065,51,188
P0762,51,154
P0449,51,122
P0994,51,26
P1020,51,152
P0757,51,171
P0574,51,105
P0538,51,115
P1107,51,193
P1560,51,36
P0809,51,166
P1014,51,194
P0881,51,119
P1255,51,185
P1096,51,73
P0582,51,178
P1316,51,65
P1252,51,56
P1245,51,63
P0061,51,93
P0073,51,149
P0118,51,114
P0280,51,167
P0343,51,180
P1595,51,113
P0676,51,177
P1614,51,20
P0254,51,16
P1006,51,18
P0863,51,198
P1308,51,66
P0532,51,175
P0379,51,132
P1272,51,71
P1015,51,68
P0548,51,158
P0621,51,51
P0097,51,74
P1314,51,163
P0624,51,45
P1404,51,104
P0426,51,124
P1012,51,78
P1199,51,57
P1039,51,143
P0807,51,169
P0337,51,80
P0374,51,197
P0533,51,148
P1332,51,100
P0927,51,153
P0279,51,46
P0656,51,54
P1703,51,173
P0211,51,118
P0707,51,174
P1722,51,125
P0399,51,94
P0341,51,121
P1200,51,141
P0062,51,35
P0415,51,27
P1138,51,147
P1172,51,117
P0739,51,3
P1090,51,130
P1249,51,79
P1834,51,133
P0109,52,151
P0699,52,198
P1552,52,192
P1202,52,50
P1791,52,143
P1280,52,40
P1629,52,176
P0526,52,152
P0550,52,48
P1056,52,173
P0106,52,63
P1101,52,130
P1776,52,139
P1763,52,87
P1097,52,108
P1206,52,46
P1112,52,2
P1120,52,93
P0370,52,84
P1285,52,149
P0982,52,111
P1256,52,37
P0230,52,146
P1563,52,142
P0060,52,183
P1344,52,195
P0886,52,187
P0179,52,141
P0570,52,81
P1811,52,15
P1507,52,175
P1565,52,26
P1605,52,41
P0761,52,122
P1158,52,107
P1282,52,28
P0672,52,171
P1281,52,61
P0459,52,114
P0799,52,32
P0555,52,75
P0618,52,64
P0834,52,180
P1055,52,121
P0840,52,76
P0207,52,123
P1794,52,88
P0126,52,185
P0329,52,51
P0681,52,112
P0107,52,147
P0856,52,120
P1050,52,148
P0880,52,92
P0849,52,178
P1286,52,158
P1839,52,177
P1054,52,165
P0875,52,127
P0174,52,12
P1277,52,62
P1153,52,80
P1087,52,14
P0666,52,153
P0802,52,16
P0738,52,118
P1816,52,95
P0429,52,94
P0853,52,43
P0937,52,140
P0450,52,193
P1599,52,159
P0236,52,49
P0907,52,168
P1217,52,179
P0180,52,27
P0559,52,137
P1178,52,8
P0032,52,90
P1189,52,60
P1240,52,196
P1364,52,200
P0463,52,20
P0810,52,144
P1846,52,157
P0565,52,182
P0611,52,181
P1134,52,166
P1618,52,116
P0684,52,154
P1439,52,191
P0478,52,55
P0425,52,110
P0865,52,174
P1103,52,42
P1375,52,25
P0201,52,86
P0821,52,18
P0772,52,109
P0760,52,68
P1617,52,79
P1147,52,99
P1648,52,22
P0925,52,96
P0412,52,132
P1312,52,59
P0191,52,133
P0813,52,11
P0334,52,7
P1034,52,131
P1857,52,19
P1353,52,186
P1577,52,77
P1425,52,13
P1100,52,105
P1867,52,190
P1871,52,106
P1244,52,161
P0822,52,138
P0852,52,44
P1345,52,169
P1418,52,38
P0566,52,164
P0471,52,54
P0493,52,1
P0710,52,45
P0668,52,119
P0255,52,3
P1325,52,35
P1368,52,31
P0641,52,74
P1351,52,85
P0141,52,126
P1372,52,160
P0884,52,184
P0954,52,134
P0143,52,72
P0959,52,56
P0920,52,129
P0448,52,113
P0851,52,155
P0195,52,30
P1001,52,89
P1288,52,194
P1220,52,58
P1020,52,150
P1784,52,170
P0574,52,4
P0466,52,135
P0809,52,162
P1257,52,39
P1096,52,104
P0515,52,124
P0980,52,69
P1300,52,188
P1316,52,66
P1201,52,65
P0858,52,9
P1789,52,103
P1878,52,91
P0037,52,156
P0670,52,136
P0039,52,199
P1614,52,102
P1823,52,70
P0901,52,23
P1308,52,145
P0619,52,117
P1272,52,10
P1278,52,53
P1343,52,189
P1314,52,125
P0615,52,52
P0307,52,128
P1419,52,24
P0807,52,29
P0872,52,98
P1024,52,34
P0533,52,172
P1332,52,6
P1804,52,83
P1490,52,17
P0279,52,197
P0913,52,33
P1019,52,167
P0192,52,101
P1273,52,100
P0363,52,57
P0704,52,71
P1777,52,163
